Date,Open,High,Low,Close,Adj Close,Volume
4/2/07,2425.360107,2471.340088,2409.040039,2471.340088,2471.340088,7187300000
4/9/07,2478.02002,2491.939941,2448.709961,2491.939941,2491.939941,9247200000
4/16/07,2500.550049,2532.23999,2490.340088,2526.389893,2526.389893,9924280000
4/23/07,2525.77002,2562.98999,2509.26001,2557.209961,2557.209961,11277510000
4/30/07,2558.050049,2577.959961,2510.570068,2572.149902,2572.149902,10856880000
5/7/07,2572.639893,2580.060059,2533.120117,2562.219971,2562.219971,9617430000
5/14/07,2564.050049,2568.929932,2519.350098,2558.449951,2558.449951,10112080000
5/21/07,2560.929932,2600.939941,2531.280029,2557.189941,2557.189941,9839780000
5/28/07,2561.040039,2626.399902,2551.679932,2613.919922,2613.919922,7787030000
6/4/07,2606.050049,2619.75,2534.969971,2573.540039,2573.540039,10917830000
6/11/07,2569.639893,2630.51001,2547.98999,2626.709961,2626.709961,10105770000
6/18/07,2631.340088,2634.600098,2583.23999,2588.959961,2588.959961,12185250000
6/25/07,2590.590088,2626.560059,2560.449951,2603.22998,2603.22998,10251430000
7/2/07,2617.389893,2667.969971,2614.840088,2666.51001,2666.51001,6234600000
7/9/07,2668.98999,2707.639893,2631.889893,2707,2707,10034340000
7/16/07,2703.399902,2724.73999,2674.26001,2687.600098,2687.600098,10680550000
7/23/07,2698.48999,2705.030029,2562.060059,2562.23999,2562.23999,13077030000
7/30/07,2568.139893,2607.449951,2511.120117,2511.25,2511.25,12954510000
8/6/07,2524.870117,2627.75,2491.959961,2544.889893,2544.889893,15858500000
8/13/07,2566.600098,2572.51001,2386.689941,2505.030029,2505.030029,12257440000
8/20/07,2511.070068,2576.689941,2487.439941,2576.689941,2576.689941,8368320000
8/27/07,2570.409912,2603.110107,2500.550049,2596.360107,2596.360107,7768100000
9/3/07,2596.379883,2644.449951,2556.590088,2565.699951,2565.699951,7486650000
9/10/07,2581.780029,2612.699951,2536.929932,2602.179932,2602.179932,8656820000
9/17/07,2594.040039,2683.02002,2575.360107,2671.219971,2671.219971,9694970000
9/24/07,2676.419922,2716.75,2656.330078,2701.5,2701.5,9418810000
10/1/07,2704.25,2784.929932,2704.25,2780.320068,2780.320068,9214010000
10/8/07,2777.719971,2834,2757.76001,2805.679932,2805.679932,9744840000
10/15/07,2809.169922,2811.659912,2725.159912,2725.159912,2725.159912,10750380000
10/22/07,2705.860107,2810.310059,2698.139893,2804.189941,2804.189941,12371200000
10/29/07,2815.159912,2861.51001,2773.820068,2810.379883,2810.379883,11625650000
11/5/07,2782.800049,2825.469971,2624.429932,2627.939941,2627.939941,13483530000
11/12/07,2619.409912,2698.350098,2583,2637.23999,2637.23999,12708940000
11/19/07,2622.439941,2633.820068,2542.699951,2596.600098,2596.600098,7634440000
11/26/07,2599.820068,2696.23999,2539.810059,2660.959961,2660.959961,11433420000
12/3/07,2654.909912,2711.959961,2613.830078,2706.159912,2706.159912,10124040000
12/10/07,2710.72998,2734.820068,2634.75,2635.73999,2635.73999,10329790000
12/17/07,2623.22998,2691.98999,2553.98999,2691.98999,2691.98999,10160890000
12/24/07,2694.350098,2727.550049,2661.790039,2674.459961,2674.459961,5684120000
12/31/07,2663.780029,2668.610107,2502.679932,2504.649902,2504.649902,8017750000
1/7/08,2514.149902,2527.419922,2407.389893,2439.939941,2439.939941,12983630000
1/14/08,2470.870117,2483.129883,2323.290039,2340.02002,2340.02002,13698970000
1/21/08,2221.199951,2408.219971,2202.540039,2326.199951,2326.199951,12339990000
1/28/08,2324.850098,2419.22998,2306.639893,2413.360107,2413.360107,12686350000
2/4/08,2413.419922,2413.419922,2252.649902,2304.850098,2304.850098,12090470000
2/11/08,2310.75,2376.219971,2294.419922,2321.800049,2321.800049,10697590000
2/18/08,2348.97998,2353.790039,2265.360107,2303.350098,2303.350098,8848860000
2/25/08,2303.409912,2363.52002,2264.969971,2271.47998,2271.47998,11070470000
3/3/08,2271.26001,2290.01001,2186.929932,2212.48999,2212.48999,11576210000
